Program,Fault
"#include <string>
#include <sstream>
#include <iomanip>

int main() {
  double value = 3.14159;
  std::stringstream ss;
  ss << std::fixed << std::setprecision(3) << value;
  std::string formatted_value = ss.str();

  if (formatted_value == ""3.142"") {
    std::cout << ""Value is approximately pi."" << std::endl;
  } else {
    std::cout << ""Value is not approximately pi."" << std::endl;
  }

  return 0;
}","if (formatted_value == ""3.142"")"
"#include <tuple>
#include <iostream>

int main() {
  std::tuple<int, double, std::string> my_tuple = std::make_tuple(10, 3.14, ""hello"");

  int int_val = std::get<0>(my_tuple) + 5;
  double double_val = std::get<1>(my_tuple) * 2;
  std::string string_val = std::get<2>(my_tuple) + "" world"";

  std::cout << ""Integer: "" << int_val << std::endl;
  std::cout << ""Double: "" << double_val << std::endl;
  std::cout << ""String: "" << string_val << std::endl;

  // Incorrect type conversion: trying to add a string to an integer.
  std::cout << ""Result: "" << int_val + string_val << std::endl; 
  return 0;
}","std::cout << ""Result: "" << int_val + string_val << std::endl;"
"#include <bitset>
#include <iostream>

int main() {
    std::bitset<8> bits(""10110011"");
    
    // Intended to invert all bits
    bits.flip();
    
    std::cout << ""Inverted bits: "" << bits << std::endl;
    
    // Calculate the decimal value after inversion
    unsigned long decimalValue = bits.to_ulong();
    
    std::cout << ""Decimal value: "" << decimalValue << std::endl;
    return 0;
}",bits.flip();
"#include <vector>
#include <algorithm>

int main() {
    std::vector<int> numbers = {1, 2, 3, 4, 5};
    int target = 7;

    std::vector<int> result;
    std::copy_if(numbers.begin(), numbers.end(), std::back_inserter(result), [target](int n){ return n > target; });

    for (int num : result) {
        std::cout << num << "" "";
    }
    std::cout << std::endl;
    return 0;
}",return n > target;
"#include <unordered_map>
#include <functional>

int main() {
    std::unordered_map<int, std::function<int(int)>> function_map;

    function_map[1] = [](int x) { return x * 2; };
    function_map[2] = [](int x) { return x + 1; };

    int value = 5;
    int key = 3; // Intentionally using key 3, which isn't in the map
    
    int result = function_map[key](value); // Fault: Accessing a non-existent key

    std::cout << ""Result: "" << result << std::endl;
    return 0;
}",int result = function_map[key](value);
"#include <chrono>
#include <thread>
#include <mutex>
#include <iostream>
#include <vector>

std::mutex mtx;

void worker(int id) {
    for (int i = 0; i < 10; ++i) {
        std::lock_guard<std::mutex> lock(mtx);
        std::cout << ""Worker "" << id << "": "" << i << std::endl;
        std::this_thread::sleep_for(std::chrono::milliseconds(50));
    }
}

int main() {
    std::vector<std::thread> threads;
    for (int i = 0; i < 5; ++i) {
        threads.push_back(std::thread(worker, i));
    }

    for (auto& thread : threads) {
        thread.join();
    }

    return 0;
}","std::cout << ""Worker "" << id << "": "" << i << std::endl;"
"#include <queue>
#include <iostream>

int main() {
    std::priority_queue<int, std::vector<int>, std::greater<int>> pq;
    pq.push(5);
    pq.push(2);
    pq.push(8);
    pq.push(1);

    std::cout << ""Top element: "" << pq.top() << std::endl;
    
    while (!pq.empty()) {
        std::cout << pq.top() << "" "";
        pq.pop();
    }
    std::cout << std::endl;
    return 0;
}",std::greater<int>
"#include <array>
#include <numeric>
#include <iostream>

int main() {
  std::array<int, 5> data = {1, 2, 3, 4, 5};
  int sum = 0;
  for (size_t i = 0; i <= data.size(); ++i) {
    sum += data[i];
  }
  std::cout << ""Sum: "" << sum << std::endl;
  return 0;
}",i <= data.size()
"#include <iostream>
#include <cmath>

int main() {
    double radius = 5.0;
    double area = M_PI * radius * radius;
    
    std::cout << ""The area of the circle is: "" << area << std::endl;
    
    // Incorrectly calculate circumference
    double circumference = 2 * M_PI * radius / 2; 
    
    std::cout << ""The circumference of the circle is: "" << circumference << std::endl;
    
    return 0;
}",double circumference = 2 * M_PI * radius / 2;
"#include <cmath>
#include <iomanip>

int main() {
  double radius = 5.0;
  double area = M_PI * radius * radius;
  double expected_area = 78.5398;

  std::cout << std::fixed << std::setprecision(4) << ""Area: "" << area << std::endl;
  if (area != expected_area) {
    std::cout << ""Error: Calculated area does not match expected area."" << std::endl;
  } else {
    std::cout << ""Area calculation is correct."" << std::endl;
  }
  return 0;
}",double area = M_PI * radius * radius;
"#include <algorithm>
#include <numeric>
#include <vector>

int main() {
    std::vector<int> numbers = {1, 2, 3, 4, 5, 6, 7, 8, 9, 10};
    
    // Calculate the sum of even numbers using std::accumulate
    int even_sum = std::accumulate(numbers.begin(), numbers.end(), 0, [](int sum, int n) { return (n % 2 == 0) ? sum + n : sum; });

    // Incorrectly print the sum as a double. This introduces a subtle error because the accumulation is done as an integer.
    std::cout << static_cast<double>(even_sum) << std::endl; 
    
    return 0;
}",std::cout << static_cast<double>(even_sum) << std::endl;
"#include <string>
#include <sstream>
#include <iostream>

int main() {
    std::string input = ""123.45abc"";
    std::stringstream ss(input);
    double number;
    if (ss >> number) {
        std::cout << ""Successfully converted: "" << number << std::endl;
    } else {
        std::cout << ""Conversion failed."" << std::endl;
    }
    
    std::string remainder;
    if (ss >> remainder) {
        std::cout << ""Remainder: "" << remainder << std::endl;
    }
    
    return 0;
}",if (ss >> remainder)
"#include <iomanip> 
#include <numeric> 

int main() { 
  double values[] = {1.1, 2.2, 3.3, 4.4, 5.5}; 
  int size = sizeof(values) / sizeof(values[0]); 
  double sum = std::accumulate(values, values + size, 0.0); 
  double average = sum / size; 
  
  std::cout << ""Average: "" << std::fixed << std::setprecision(2) << average << std::endl; 
  return 0; 
}","double sum = std::accumulate(values, values + size, 0.0);"
"#include <numeric>
#include <vector>

int main() {
    std::vector<int> numbers = {1, 2, 3, 4, 5};
    int sum = 0;
    for (int i = 0; i <= numbers.size(); ++i) {
        sum += numbers[i];
    }
    std::cout << ""Sum: "" << sum << std::endl;
    return 0;
}","for (int i = 0; i <= numbers.size(); ++i) {
"
"#include <vector>
#include <algorithm>

int main() {
    std::vector<int> data = {5, 2, 8, 1, 9, 4};
    int target = 7;

    std::vector<int> result;
    for (int x : data) {
        if (x + target > 15) {
            result.push_back(x);
        }
    }

    // Incorrectly assumes the result vector is always sorted, leading to a wrong count.
    std::sort(result.begin(), result.end());
    std::cout << ""Number of elements greater than 7 when added to target: "" << result.size() << std::endl;

    return 0;
}",if (x + target > 15)
"#include <fstream>
#include <sstream>
#include <string>

int main() {
    std::string filename = ""data.txt"";
    std::ifstream file(filename);
    std::stringstream buffer;
    buffer << file.rdbuf();
    std::string content = buffer.str();

    // Parse lines from the content
    std::string line;
    int sum = 0;
    size_t pos = 0;
    while ((pos = content.find('
')) != std::string::npos) {
        line = content.substr(0, pos);
        try {
            int num = std::stoi(line);
            sum += num;
        } catch (const std::invalid_argument& e) {
            // Handle invalid input (non-numeric line)
            std::cerr << ""Invalid argument: "" << e.what() << std::endl;
        } catch (const std::out_of_range& e) {
            std::cerr << ""Out of range: "" << e.what() << std::endl;
        }
        content.erase(0, pos + 1); // Corrected: Removed the +1 to only remove the newline
    }

    // Process the last line (if any)
    if (!content.empty()) {
        try {
            int num = std::stoi(content);
            sum += num;
        } catch (const std::invalid_argument& e) {
            std::cerr << ""Invalid argument: "" << e.what() << std::endl;
        } catch (const std::out_of_range& e) {
            std::cerr << ""Out of range: "" << e.what() << std::endl;
        }
    }

    std::cout << ""Sum: "" << sum << std::endl;
    return 0;
}","content.erase(0, pos + 1);"
"#include <map>
#include <string>
#include <iostream>

int main() {
    std::map<std::string, int> ages;
    ages[""Alice""] = 30;
    ages[""Bob""] = 25;

    std::string name = ""Charlie"";
    int age = ages[name]; // Incorrect: Uses default constructor for int, which is 0
    std::cout << ""Charlie's age is: "" << age << std::endl;

    return 0;
}",int age = ages[name];
"#include <random>
#include <ctime>
#include <limits>

int main() {
    std::random_device rd;
    std::mt19937 gen(rd());
    std::uniform_int_distribution<> distrib(1, 100);

    int numbers[10];
    for (int i = 0; i < 10; ++i) {
        numbers[i] = distrib(gen);
    }

    int sum = 0;
    for (int i = 0; i <= 10; ++i) {  // Fault: Loop goes one element beyond the array bounds
        sum += numbers[i];
    }

    std::cout << ""Sum: "" << sum << std::endl;
    return 0;
}",for (int i = 0; i <= 10; ++i)
"#include <iostream>
#include <ctime>
#include <iomanip>

using namespace std;

int main() {
    srand(time(0));
    int arr[10];
    for (int i = 0; i <= 10; i++) { // Fault: Loop condition i <= 10
        arr[i] = rand() % 100;
        cout << arr[i] << "" "";
    }
    cout << endl;
    return 0;
}",i <= 10
"#include <ctime>
#include <limits>

int main() {
    long long seed = std::numeric_limits<long long>::max();
    unsigned int ull_seed = (unsigned int)seed;
    std::srand(ull_seed);

    int arr[5];
    for (int i = 0; i < 5; ++i) {
        arr[i] = std::rand() % 100; 
    }

    // Find the maximum value in the array
    int max_val = arr[0];
    for (int i = 1; i <= 5; ++i) { // Fault: Loop condition should be < 5
        if (arr[i] > max_val) {
            max_val = arr[i];
        }
    }

    std::cout << ""Maximum value: "" << max_val << std::endl;
    return 0;
}",i <= 5
"#include <cmath>
#include <iostream>

int main() {
    double radius = 5.0;
    double area = 3.14 * radius * radius; // Using a fixed value instead of M_PI
    std::cout << ""Area of the circle: "" << area << std::endl;
    return 0;
}",double area = 3.14 * radius * radius;
"#include <algorithm>
#include <array>

int main() {
  std::array<int, 5> data = {1, 2, 3, 4, 5};
  int sum = 0;
  for (int i = 0; i <= data.size(); ++i) {
    sum += data[i];
  }
  std::cout << ""Sum: "" << sum << std::endl;
  return 0;
}",for (int i = 0; i <= data.size(); ++i) {
"#include <string>
#include <sstream>

int main() {
    std::string input = ""123.45"";
    std::stringstream ss(input);
    double num;
    ss >> num;
    if (ss.fail()) {
        std::cerr << ""Conversion failed!"" << std::endl;
        return 1;
    }
    double result = num * 2;
    std::cout << ""Result: "" << result << std::endl;
    return 0;
}",    double result = num * 2;
"#include <array>
#include <iomanip>

int main() {
    std::array<int, 5> data = {1, 2, 3, 4, 5};
    int sum = 0;
    for (size_t i = 0; i <= data.size(); ++i) {
        sum += data[i];
    }
    std::cout << ""Sum: "" << sum << std::endl;
    return 0;
}",i <= data.size()
"#include <numeric>
#include <vector>

int main() {
  std::vector<int> data = {1, 2, 3, 4, 5};
  int sum = 0;
  for (int i = 0; i <= data.size(); ++i) {
    sum += data[i];
  }
  std::cout << ""Sum: "" << sum << std::endl;
  return 0;
}",for (int i = 0; i <= data.size(); ++i) {
"#include <vector>
#include <algorithm>

int main() {
    std::vector<int> numbers = {1, 2, 3, 4, 5};
    int sum = 0;
    for (int i = 0; i <= numbers.size(); ++i) { // Fault: i <= numbers.size() should be i < numbers.size()
        sum += numbers[i];
    }
    std::cout << ""Sum: "" << sum << std::endl;
    return 0;
}",i <= numbers.size()
"#include <limits>
#include <algorithm>

int main() {
    int arr[5] = {1, 2, 3, 4, 5};
    int max_val = arr[0];
    for (int i = 1; i <= 5; ++i) {  // Fault: i should be < 5
        max_val = std::max(max_val, arr[i]);
    }
    std::cout << ""Maximum value: "" << max_val << std::endl;
    return 0;
}",i <= 5
"#include <vector>
#include <algorithm>
#include <iostream>

int main() {
    std::vector<int> numbers = {1, 2, 3, 4, 5};
    int target = 7;
    
    std::vector<int> result;
    std::copy_if(numbers.begin(), numbers.end(), std::back_inserter(result), [&](int n){ return n > target; });
    
    std::cout << ""Numbers greater than "" << target << "":"";
    for (int num : result) {
        std::cout << num << "" "";
    }
    std::cout << std::endl;
    return 0;
}",return n > target;
